letterId,number,year,recipient,requestCount,typeCode,typeName,collapsedPath,complexity,requestShare,serialRequest,firstRequestPosition,lastRequestPosition,postRequestContinuation,persuasionShare,informationShare,displayShare
157_0_缪荃孙,157,,缪荃孙,1,A,先叙后请型,INF→REQ,1.0986122886681096,0.3333333333333333,0,1,1,0,0,0.6666666666666666,0
158_0_缪荃孙,158,,缪荃孙,1,A,先叙后请型,INF→REQ→INF,1.3862943611198906,0.25,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0.75,0
159_0_缪荃孙,159,,缪荃孙,2,B,论议收束型,INF→DSP→INF→PRS→REQ→INF→REQ,2.0794415416798357,0.2,0,0.7777777777777778,1,0,0.1,0.6,0.1
160_0_缪荃孙,160,,缪荃孙,4,D,连环请托型,PRS→INF→REQ→DSP,1.6094379124341003,0.5,1,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.125,0.25,0.125
161_0_缪荃孙,161,,缪荃孙,1,A,先叙后请型,DSP→PRS→DSP→INF→REQ→INF,1.9459101490553132,0.125,0,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.125,0.5,0.25
162_1913_缪荃孙,162,1913,缪荃孙,1,C,先请后叙型,INF→REQ→INF→PRS→INF→PRS,1.9459101490553132,0.09090909090909091,0,0.2,0.2,0.8,0.18181818181818182,0.7272727272727273,0
167_1913_缪荃孙,167,1913,缪荃孙,2,A,先叙后请型,INF→REQ→INF→REQ→INF,1.791759469228055,0.25,0,0.5714285714285714,0.8571428571428571,0.14285714285714285,0,0.75,0
168_0_缪荃孙,168,,缪荃孙,3,A,先叙后请型,INF→REQ→INF→REQ→PRS→REQ,1.9459101490553132,0.3333333333333333,0,0.5,1,0,0.1111111111111111,0.5555555555555556,0
172_1914_缪荃孙,172,1914,缪荃孙,1,A,先叙后请型,INF→PRS→INF→PRS→INF→PRS→INF→REQ→PRS,2.302585092994046,0.05555555555555555,0,0.9411764705882353,0.9411764705882353,0.058823529411764705,0.2777777777777778,0.6666666666666666,0
173_1914_缪荃孙,173,1914,缪荃孙,2,A,先叙后请型,INF→REQ→PRS→DSP→REQ→INF,1.9459101490553132,0.3333333333333333,0,0.2,0.8,0.2,0.16666666666666666,0.3333333333333333,0.16666666666666666
175_0_缪荃孙,175,,缪荃孙,3,B,论议收束型,INF→PRS→INF→PRS→INF→REQ→INF→REQ,2.1972245773362196,0.15789473684210525,0.5,0.6666666666666666,1,0,0.21052631578947367,0.631578947368421,0
176_1916_缪荃孙,176,1916,缪荃孙,2,D,连环请托型,INF→DSP→INF→PRS→INF→PRS→INF→DSP→INF→REQ→DSP→INF,2.5649493574615367,0.11764705882352941,1,0.75,0.8125,0.1875,0.11764705882352941,0.5882352941176471,0.17647058823529413
178_1916_缪荃孙,178,1916,缪荃孙,2,C,先请后叙型,PRS→REQ→PRS→REQ→PRS→INF→PRS→INF,2.1972245773362196,0.16666666666666666,0,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.3333333333333333,0.5,0
179_1917_缪荃孙,179,1917,缪荃孙,1,A,先叙后请型,INF→PRS→INF→PRS→INF→REQ→INF,2.0794415416798357,0.06666666666666667,0,0.6428571428571429,0.6428571428571429,0.35714285714285715,0.2,0.7333333333333333,0
180_1917_缪荃孙,180,1917,缪荃孙,3,B,论议收束型,INF→PRS→INF→REQ→PRS→INF→PRS→INF→REQ→INF→DSP→INF→REQ→INF,2.70805020110221,0.15789473684210525,0,0.2222222222222222,0.9444444444444444,0.05555555555555555,0.21052631578947367,0.5789473684210527,0.05263157894736842
182_1917_缪荃孙,182,1917,缪荃孙,1,B,论议收束型,INF→PRS→INF→PRS→INF→REQ,1.9459101490553132,0.16666666666666666,0,1,1,0,0.3333333333333333,0.5,0
187_1919_夏敬观,187,1919,夏敬观,1,A,先叙后请型,INF→DSP→PRS→INF→REQ→INF,1.9459101490553132,0.1,0,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.1,0.7,0.1
188_1919_夏敬观,188,1919,夏敬观,2,A,先叙后请型,INF→REQ→INF→PRS→INF→REQ,1.9459101490553132,0.16666666666666666,0,0.45454545454545453,1,0,0.08333333333333333,0.75,0
189_1919_夏敬观,189,1919,夏敬观,3,B,论议收束型,INF→DSP→PRS→REQ→PRS→REQ→PRS→INF→PRS→REQ→INF→PRS,2.5649493574615367,0.12,0,0.20833333333333334,0.875,0.125,0.56,0.28,0.04
190_1919_夏敬观,190,1919,夏敬观,1,C,先请后叙型,DSP→INF→REQ→INF→DSP,1.791759469228055,0.2,0,0.5,0.5,0.5,0,0.4,0.4
191_1919_夏敬观,191,1919,夏敬观,3,B,论议收束型,INF→PRS→INF→PRS→DSP→INF→PRS→REQ→INF→REQ→INF,2.4849066497880004,0.16666666666666666,0.5,0.7058823529411765,0.9411764705882353,0.058823529411764705,0.2222222222222222,0.5555555555555556,0.05555555555555555
194_1919_夏敬观,194,1919,夏敬观,6,B,论议收束型,INF→PRS→REQ→PRS→REQ→DSP→REQ→PRS→INF→REQ→PRS→REQ→INF→PRS→REQ→INF→DSP→INF,2.9444389791664403,0.25,0,0.17391304347826086,0.7391304347826086,0.2608695652173913,0.2916666666666667,0.375,0.08333333333333333
195_1919_夏敬观,195,1919,夏敬观,1,C,先请后叙型,INF→REQ→DSP→INF→PRS→INF,1.9459101490553132,0.0625,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0625,0.8125,0.0625
